"Label","DataElementUId","CoCUid","DataSetUid","RMA Table Name","AccessDatabaseFile","AccessDBTable","AccessDBColumn","AccessColumnDescription","DataSETUID","Tab RMA DHIS2",
"CSB PF UR naturelle collier du cycle 10 – 14 ans","ozXC0orzQpq","WKKIJGHdvDF",,,,"tRM_CSB_PF","cNAT_COCY_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR naturelle collier du cycle 15 – 19 ans","ozXC0orzQpq","VNJSj2JKBQB",,,,"tRM_CSB_PF","cNAT_COCY_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR naturelle collier du cycle 20 – 24 ans","ozXC0orzQpq","vgefpXLNPIU",,,,"tRM_CSB_PF","cNAT_COCY_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR naturelle collier du cycle = 25 ans","ozXC0orzQpq","A3ODnODHr6b",,,,"tRM_CSB_PF","cNAT_COCY_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV PF naturelle collier du cycle 10 – 14 ans","aajThUtsH77","WKKIJGHdvDF",,,,"tRM_CSB_PF","cNAT_COCY_PDV_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV PF naturelle collier du cycle 15 – 19 ans","aajThUtsH77","VNJSj2JKBQB",,,,"tRM_CSB_PF","cNAT_COCY_PDV_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV PF naturelle collier du cycle 20 – 24 ans","aajThUtsH77","vgefpXLNPIU",,,,"tRM_CSB_PF","cNAT_COCY_PDV_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF PDV PF naturelle collier du cycle = 25 ans","aajThUtsH77","A3ODnODHr6b",,,,"tRM_CSB_PF","cNAT_COCY_PDV_2599a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle MAMA 10 – 14 ans","CJ3DTGrrdq9","WKKIJGHdvDF",,,,"tRM_CSB_PF","cNAT_MAMA_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle MAMA 15 – 19 ans","CJ3DTGrrdq9","VNJSj2JKBQB",,,,"tRM_CSB_PF","cNAT_MAMA_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle MAMA 20 – 24 ans","CJ3DTGrrdq9","vgefpXLNPIU",,,,"tRM_CSB_PF","cNAT_MAMA_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle MAMA = 25 ans","CJ3DTGrrdq9","A3ODnODHr6b",,,,"tRM_CSB_PF","cNAT_MAMA_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR naturelle MAMA 10 – 14 ans","feNi3sw86aw","WKKIJGHdvDF",,,,"tRM_CSB_PF","cNAT_MAMA_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR naturelle MAMA 15 – 19 ans","feNi3sw86aw","VNJSj2JKBQB",,,,"tRM_CSB_PF","cNAT_MAMA_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR naturelle MAMA 20 – 24 ans","feNi3sw86aw","vgefpXLNPIU",,,,"tRM_CSB_PF","cNAT_MAMA_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR naturelle MAMA = 25 ans","feNi3sw86aw","A3ODnODHr6b",,,,"tRM_CSB_PF","cNAT_MAMA_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle PFN 10 – 14 ans","Mdww2H8HQKT","WKKIJGHdvDF",,,,"tRM_CSB_PF","cNAT_PFN_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle PFN 15 – 19 ans","Mdww2H8HQKT","VNJSj2JKBQB",,,,"tRM_CSB_PF","cNAT_PFN_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle PFN 20 – 24 ans","Mdww2H8HQKT","vgefpXLNPIU",,,,"tRM_CSB_PF","cNAT_PFN_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU naturelle PFN = 25 ans","Mdww2H8HQKT","A3ODnODHr6b",,,,"tRM_CSB_PF","cNAT_PFN_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR naturelle PFN 10 – 14 ans","fkIv3RW8bg9","WKKIJGHdvDF",,,,"tRM_CSB_PF","cNAT_PFN_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR naturelle PFN 15 – 19 ans","fkIv3RW8bg9","VNJSj2JKBQB",,,,"tRM_CSB_PF","cNAT_PFN_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR naturelle PFN 20 – 24 ans","fkIv3RW8bg9","vgefpXLNPIU",,,,"tRM_CSB_PF","cNAT_PFN_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR naturelle PFN = 25 ans","fkIv3RW8bg9","A3ODnODHr6b",,,,"tRM_CSB_PF","cNAT_PFN_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"PF NU CCV section des trompes 10 – 14 ans","YwPbjVJlmyz","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCCV_LST_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU CCV section des trompes 15 – 19 ans","YwPbjVJlmyz","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCCV_LST_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU CCV section des trompes 20 – 24 ans","YwPbjVJlmyz","vgefpXLNPIU",,,,"tRM_CSB_PF","cCCV_LST_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU CCV section des trompes = 25 ans","YwPbjVJlmyz","A3ODnODHr6b",,,,"tRM_CSB_PF","cCCV_LST_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR CCV section des trompes 10 – 14 ans","ju7HWtIb0Fi","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCCV_LST_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR CCV section des trompes 15 – 19 ans","ju7HWtIb0Fi","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCCV_LST_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR CCV section des trompes 20 – 24 ans","ju7HWtIb0Fi","vgefpXLNPIU",,,,"tRM_CSB_PF","cCCV_LST_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR CCV section des trompes = 25 ans","ju7HWtIb0Fi","A3ODnODHr6b",,,,"tRM_CSB_PF","cCCV_LST_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"PF NU CCV vasectomie 10 – 14 ans","tXHCTM9xR92","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCCV_VAS_NU_1014a",,"zVl3gPlL9HO","Tableau 12",
"PF NU CCV vasectomie 15 – 19 ans","tXHCTM9xR92","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCCV_VAS_NU_1519a",,"zVl3gPlL9HO","Tableau 12",
"PF NU CCV vasectomie 20 – 24 ans","tXHCTM9xR92","vgefpXLNPIU",,,,"tRM_CSB_PF","cCCV_VAS_NU_2024a",,"zVl3gPlL9HO","Tableau 12",
"PF NU CCV vasectomie = 25 ans","tXHCTM9xR92","A3ODnODHr6b",,,,"tRM_CSB_PF","cCCV_VAS_NU_2599a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR CCV vasectomie 10 – 14 ans","Qxh14H7Lw21","WKKIJGHdvDF",,,,"tRM_CSB_PF","cCCV_VAS_UR_1014a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR CCV vasectomie 15 – 19 ans","Qxh14H7Lw21","VNJSj2JKBQB",,,,"tRM_CSB_PF","cCCV_VAS_UR_1519a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR CCV vasectomie 20 – 24 ans","Qxh14H7Lw21","vgefpXLNPIU",,,,"tRM_CSB_PF","cCCV_VAS_UR_2024a",,"zVl3gPlL9HO","Tableau 12",
"CSB PF UR CCV vasectomie = 25 ans","Qxh14H7Lw21","A3ODnODHr6b",,,,"tRM_CSB_PF","cCCV_VAS_UR_2599a",,"zVl3gPlL9HO","Tableau 12",
"Dentisterie nouveau consultant &lt; 15 ans","UmuF39oHc5i","smdHWbuqTHa",,,,"tRM_CSB_DENTISTERI","c0015a_NC","< 15 ans Nouveaux consultants","kuBlaKJhV7W","Tableau 13",
"Dentisterie consultation &lt; 15 ans","giPLOg6I1HC","smdHWbuqTHa",,,,"tRM_CSB_DENTISTERI","c0015a_CONS","< 15 ans Consultations","kuBlaKJhV7W","Tableau 13",
"Dentisterie extraction &lt; 15 ans","B14WgSEVPri","smdHWbuqTHa",,,,"tRM_CSB_DENTISTERI","c0015a_EXTRACT","< 15 ans Extractions","kuBlaKJhV7W","Tableau 13",
"Dentisterie soin obturateur &lt; 15 ans","XaMOTFyFcHc","smdHWbuqTHa",,,,"tRM_CSB_DENTISTERI","c0015a_SOB","< 15 ans Soins obturateurs","kuBlaKJhV7W","Tableau 13",
"Dentisterie autres soins &lt; 15 ans","cEzXw0LhxH6","smdHWbuqTHa",,,,"tRM_CSB_DENTISTERI","c0015a_AUTSOINS","< 15 ans Autres soins","kuBlaKJhV7W","Tableau 13",
"Dentisterie radiographie &lt; 15 ans","Ja4VGSMeqNA","smdHWbuqTHa",,,,"tRM_CSB_DENTISTERI","c0015a_RADIO","< 15 ans Radiographie","kuBlaKJhV7W","Tableau 13",
"Dentisterie nouveau consultant = 15ans","UmuF39oHc5i","GNnIBOI2SPJ-",,,,"tRM_CSB_DENTISTERI","c1599a_NC","15 ans et plus Nouveaux consultants","kuBlaKJhV7W","Tableau 13",
"Dentisterie consultation = 15ans","giPLOg6I1HC","GNnIBOI2SPJ-",,,,"tRM_CSB_DENTISTERI","c1599a_CONS","15 ans et plus Consultations","kuBlaKJhV7W","Tableau 13",
"Dentisterie extraction = 15ans","B14WgSEVPri","GNnIBOI2SPJ-",,,,"tRM_CSB_DENTISTERI","c1599a_EXTRACT","15 ans et plus Extractions","kuBlaKJhV7W","Tableau 13",
"Dentisterie soin obturateur = 15ans","XaMOTFyFcHc","GNnIBOI2SPJ-",,,,"tRM_CSB_DENTISTERI","c1599a_SOB","15 ans et plus Soins obturateurs","kuBlaKJhV7W","Tableau 13",
"Dentisterie autres soins = 15ans","cEzXw0LhxH6","GNnIBOI2SPJ-",,,,"tRM_CSB_DENTISTERI","c1599a_AUTSOINS","15 ans et plus Autres soins","kuBlaKJhV7W","Tableau 13",
"Dentisterie radiographie = 15ans","Ja4VGSMeqNA","GNnIBOI2SPJ-",,,,"tRM_CSB_DENTISTERI","c1599a_RADIO","15 ans et plus Radiographie","kuBlaKJhV7W","Tableau 13",
"Sante scolaire eleves-jeunes vus en visite medicale 6 - 9 ans","YjvvRX0jvoK","BTto3xPoGAf",,,,"tRM_CSB_Scolaire","cEJVVM_0609a",,"QDJ43MNqsGP","Tableau 14",
"Sante scolaire eleves-jeunes vus en visite medicale 10 - 14 ans","YjvvRX0jvoK","UDtqYEEnhLF",,,,"tRM_CSB_Scolaire","cEJVVM_1014a",,"QDJ43MNqsGP","Tableau 14",
"Sante scolaire eleves-jeunes vus en visite medicale 15 - 24 ans","YjvvRX0jvoK","CZzvRuZXUm5",,,,"tRM_CSB_Scolaire","cEJVVM_1524a",,"QDJ43MNqsGP","Tableau 14",
"Sante scolaire eleves-jeunes ayant Problemes de sante 6 - 9 ans","t9VgjhH59AU","BTto3xPoGAf",,,,"tRM_CSB_Scolaire","cEJPBSAN_0609a",,"QDJ43MNqsGP","Tableau 14",
"Sante scolaire eleves-jeunes ayant Problemes de sante 10 - 14 ans","t9VgjhH59AU","UDtqYEEnhLF",,,,"tRM_CSB_Scolaire","cEJPBSAN_1014a",,"QDJ43MNqsGP","Tableau 14",
"Sante scolaire eleves-jeunes ayant Problemes de sante 15 - 24 ans","t9VgjhH59AU","CZzvRuZXUm5",,,,"tRM_CSB_Scolaire","cEJPBSAN_1524a",,"QDJ43MNqsGP","Tableau 14",
"Nutrition Nb echantillons testes au testing kit (sel iode)","dlDuxLck2Wd","HllvX50cXC0",,,,"tRM_CSB_Scolaire","cTESTKIT_NECHEFF",,"QDJ43MNqsGP","Tableau 14",
"Nutrition Nb test positif au testing kit (sel iode)","MMnDSrEBQ8U","HllvX50cXC0",,,,"tRM_CSB_Scolaire","cTESTKIT_NTPOS",,"QDJ43MNqsGP","Tableau 14",
"Nutrition Nb supplemente en fer (Millieu scolaire) Femme","hl4pDzRuPYw","sw2ZKOSUaAr",,,,"tRM_CSB_Scolaire","cFER_F",,"QDJ43MNqsGP","Tableau 14",
"Nutrition Nb supplemente en fer (Millieu scolaire) Homme","hl4pDzRuPYw","Dth2gBj2kEF",,,,"tRM_CSB_Scolaire","cFER_G",,"QDJ43MNqsGP","Tableau 14",
"Nutrition Nb supplemente en FAF (Millieu scolaire) Femme","otKgI0JF8Eg","sw2ZKOSUaAr",,,,"tRM_CSB_Scolaire","cFAF_F",,"QDJ43MNqsGP","Tableau 14",
"Nutrition Nb supplemente en FAF (Millieu scolaire) Homme","otKgI0JF8Eg","Dth2gBj2kEF",,,,"tRM_CSB_Scolaire","cFAF_G",,"QDJ43MNqsGP","Tableau 14",
"Intrants gratuit PEV BCG stock au debut du mois","u3WyPbdi2P3","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cBCG_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV BCG quantite re?ue durant le mois","ukXhTaVp4UI","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cBCG_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV BCG quantite utilisee","Cimlqu5CX98","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cBCG_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV BCG quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","peJKbvi8OoC","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cBCG_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV BCG nombre des jours de rupture de stock","p1OeDqpYnDe","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cBCG_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VPO stock au debut du mois","zTbgwCEPZsc","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVPO_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VPO quantite re?ue durant le mois","fVTECGZ5YgV","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVPO_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VPO quantite utilisee","HlKlSHcfgmV","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVPO_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VPO quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","rxjVFEZzA8Y","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVPO_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VPO nombre des jours de rupture de stock","JNxwQChUChD","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVPO_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VPI stock au debut du mois","TPTvaKIFMah","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVPI_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VPI quantite re?ue durant le mois","IZSWCwk4BDw","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVPI_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VPI quantite utilisee","CfiVXuw1IO3","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVPI_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VPI quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","iibAr47dPh0","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVPI_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VPI nombre des jours de rupture de stock","HZJWh7iQrYB","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVPI_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV DTC Hep B hib stock au debut du mois","V1XahXHIQGp","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cDTCHBH_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV DTC HepB hib quantite re?ue durant le mois","GqAcFxGDbEI","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cDTCHBH_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV DTC Hep B hib quantite utilisee ","T3hGeqv2Tph","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cDTCHBH_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV DTC Hep B hib quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","lTL0C9pDJN3","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cDTCHBH_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV DTC Hep B hib nombre des jours de rupture de stock","p1w5og46dSc","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cDTCHBH_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV PCV10 stock au debut du mois","JGQ007idMIz","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cPCV10_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV PCV10 quantite re?ue durant le mois","B2cC0h2ZAm5","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cPCV10_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV PCV10 quantite utilisee","z1eG6y08Iot","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cPCV10_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV PCV10 quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","uc4zVz1DTxC","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cPCV10_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV PCV10 nombre des jours de rupture de stock","i5CBTeYCxd0","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cPCV10_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV rotavirus stock au debut du mois","zNhjHtVQA39","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cROTA_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV rotavirus quantite re?ue durant le mois","lEsws66XQ0v","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cROTA_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV rotavirus quantite utilisee","DAIIgdmIsjT","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cROTA_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV rotavirus quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","pYmYrd7ALsf","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cROTA_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV rotavirus nombre des jours de rupture de stock","YIQRRWog2wq","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cROTA_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VAR stock au debut du mois","lDFgPho4Om1","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVAR_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VAR quantite re?ue durant le mois","wsDNSIZMtGp","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVAR_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VAR quantite utilisee","jOGku0jx35u","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVAR_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VAR quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","V78s4hPdRtT","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVAR_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VAR nombre des jours de rupture de stock","jdY4cIlsC5i","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVAR_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VAT stock au debut du mois","KvuqsyRUKg9","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVAT_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VAT quantite re?ue durant le mois","I8DlfmqnWxl","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVAT_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VAT quantite utilisee","ezwvr3y5Wn0","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVAT_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VAT quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","G255XmMYlO7","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVAT_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV VAT nombre des jours de rupture de stock","iMYbnmZQzem","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cVAT_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV HPV stock au debut du mois","k3ZtyUG8pDr","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cHPV_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV HPV quantite re?ue durant le mois","iUhnYHXpPLa","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cHPV_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV HPV quantite utilisee","JGGXuqtMM8X","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cHPV_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV HPV quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","tQ1GYRh6F1p","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cHPV_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV HPV nombre des jours de rupture de stock","t33IcIS9qRc","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cHPV_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV SAB 0__5ml stock au debut du mois","HZtOfNIpo5T","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSAB05ml_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV SAB 0__5ml quantite re?ue durant le mois","FDT7V5EdIWd","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSAB05ml_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV SAB 0__5ml quantite utilisee","mTmvjsnIeYp","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSAB05ml_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV SAB 0__5ml quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","mpzD329U9vT","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSAB05ml_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV SAB 0__5ml nombre des jours de rupture de stock","Kgp6xtKuNhG","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSAB05ml_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV SAB 0__05ml stock au debut du mois","cDF5gPXa7cy","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSAB005ml_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV SAB 0__05ml quantite re?ue durant le mois","HJ1y5Gdp2ZE","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSAB005ml_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV SAB 0__05ml quantite utilisee","O7gg51mBW8g","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSAB005ml_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV SAB 0__05ml quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","KXe6w2HHLYj","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSAB005ml_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV SAB 0__05ml nombre des jours de rupture de stock","TVNIX0e5KVJ","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSAB005ml_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Seringue 2ml stock au debut du mois","xcPvKBa967g","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSER2ml_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Seringue 2ml quantite re?ue durant le mois","xsKzDBXAqWO","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSER2ml_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Seringue 2ml quantite utilisee","WJC3ROx6oMI","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSER2ml_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Seringue 2ml quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","zogLo1dm09l","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSER2ml_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Seringue 2ml nombre des jours de rupture de stock","Pj9h0DFFh8o","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSER2ml_NJRS",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Seringue 5ml stock au debut du mois","N37pn430OtP","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSER5ml_SDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Seringue 5ml quantite re?ue durant le mois","gPpVc9u3b33","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSER5ml_QRDM",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Seringue 5ml quantite utilisee","ABJdAWDTwYq","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSER5ml_QU",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Seringue 5ml quantite redeployee et Perdue?: expiree__ cassee__ perimee__ etc.","mhbKMVXh95X","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSER5ml_QP",,"NZ52X9Fw4lB","Tableau 15",
"Intrants gratuit PEV Seringue 5ml nombre des jours de rupture de stock","L72panhCmzW","HllvX50cXC0",,,,"tRM_CSB_GES_STO_INTRANTS","cSER5ml_NJRS",,"NZ52X9Fw4lB","Tableau 15",
