"Label","DataElementUId","CoCUid","AccessDatabaseFile","AccessDBTable","Code","AccessDBColumn","AccessColumnDescription ( ","DataSetUid","Tab RMA DHIS2"
"T4:- Malnutrition Aigue Sévère 0 –  28j, Feminin","ZLsuK2zAkGB","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","MAS","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère 29j – 11mois, Masculin","ZLsuK2zAkGB","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","MAS","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère 29j – 11mois, Feminin","ZLsuK2zAkGB","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","MAS","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère 1– 4 ans, Masculin","ZLsuK2zAkGB","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","MAS","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère 1– 4 ans, Feminin","ZLsuK2zAkGB","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","MAS","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère 5 – 14 ans, Masculin","ZLsuK2zAkGB","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","MAS","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère 5 – 14 ans, Feminin","ZLsuK2zAkGB","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","MAS","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère 15 –  24 ans, Masculin","ZLsuK2zAkGB","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","MAS","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère 15 –  24 ans, Feminin","ZLsuK2zAkGB","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","MAS","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère 25 – 59 ans, Masculin","ZLsuK2zAkGB","o43czi6vmWy",,"tRM_CSB_Cons_Ext","MAS","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère 25 – 59 ans, Feminin","ZLsuK2zAkGB","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","MAS","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère = 60 ans, Masculin","ZLsuK2zAkGB","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","MAS","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Malnutrition Aigue Sévère = 60 ans, Feminin","ZLsuK2zAkGB","xUki4Ryejao",,"tRM_CSB_Cons_Ext","MAS","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Malnutrition Aigue Severe en  Referes CSB Homme","Xjj2sZwCDvd","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","MAS","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Malnutrition Aigue Severe en  Referes CSB Femme","Xjj2sZwCDvd","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","MAS","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 0 –  28j, Masculin","nzTstmhVrDH","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","OBESITE","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 0 –  28j, Feminin","nzTstmhVrDH","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","OBESITE","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 29j – 11mois, Masculin","nzTstmhVrDH","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","OBESITE","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 29j – 11mois, Feminin","nzTstmhVrDH","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","OBESITE","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 1– 4 ans, Masculin","nzTstmhVrDH","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","OBESITE","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 1– 4 ans, Feminin","nzTstmhVrDH","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","OBESITE","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 5 – 14 ans, Masculin","nzTstmhVrDH","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","OBESITE","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 5 – 14 ans, Feminin","nzTstmhVrDH","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","OBESITE","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 15 –  24 ans, Masculin","nzTstmhVrDH","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","OBESITE","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 15 –  24 ans, Feminin","nzTstmhVrDH","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","OBESITE","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 25 – 59 ans, Masculin","nzTstmhVrDH","o43czi6vmWy",,"tRM_CSB_Cons_Ext","OBESITE","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité 25 – 59 ans, Feminin","nzTstmhVrDH","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","OBESITE","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité = 60 ans, Masculin","nzTstmhVrDH","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","OBESITE","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Surpoids / Obésité = 60 ans, Feminin","nzTstmhVrDH","xUki4Ryejao",,"tRM_CSB_Cons_Ext","OBESITE","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Surpoids/Obesite en  Referes CSB Homme","r9gaK3uShH5","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","OBESITE","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Surpoids/Obesite en  Referes CSB Femme","r9gaK3uShH5","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","OBESITE","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 0 –  28j, Masculin","AREuY4nfCed","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","RETCROIS","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 0 –  28j, Feminin","AREuY4nfCed","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","RETCROIS","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 29j – 11mois, Masculin","AREuY4nfCed","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","RETCROIS","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 29j – 11mois, Feminin","AREuY4nfCed","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","RETCROIS","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 1– 4 ans, Masculin","AREuY4nfCed","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","RETCROIS","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 1– 4 ans, Feminin","AREuY4nfCed","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","RETCROIS","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 5 – 14 ans, Masculin","AREuY4nfCed","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","RETCROIS","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 5 – 14 ans, Feminin","AREuY4nfCed","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","RETCROIS","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 15 –  24 ans, Masculin","AREuY4nfCed","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","RETCROIS","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 15 –  24 ans, Feminin","AREuY4nfCed","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","RETCROIS","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 25 – 59 ans, Masculin","AREuY4nfCed","o43czi6vmWy",,"tRM_CSB_Cons_Ext","RETCROIS","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance 25 – 59 ans, Feminin","AREuY4nfCed","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","RETCROIS","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance = 60 ans, Masculin","AREuY4nfCed","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","RETCROIS","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Retard de croissance = 60 ans, Feminin","AREuY4nfCed","xUki4Ryejao",,"tRM_CSB_Cons_Ext","RETCROIS","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Retard de croissance en  Referes CSB Homme","PlHqnlUtrBl","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","RETCROIS","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Retard de croissance en  Referes CSB Femme","PlHqnlUtrBl","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","RETCROIS","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 0 –  28j, Masculin","NOLpyFaJqm8","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","OTITE","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 0 –  28j, Feminin","NOLpyFaJqm9","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","OTITE","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 29j – 11mois, Masculin","NOLpyFaJqm10","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","OTITE","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 29j – 11mois, Feminin","NOLpyFaJqm11","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","OTITE","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 1– 4 ans, Masculin","NOLpyFaJqm12","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","OTITE","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 1– 4 ans, Feminin","NOLpyFaJqm13","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","OTITE","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 5 – 14 ans, Masculin","NOLpyFaJqm14","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","OTITE","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 5 – 14 ans, Feminin","NOLpyFaJqm15","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","OTITE","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 15 –  24 ans, Masculin","NOLpyFaJqm16","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","OTITE","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 15 –  24 ans, Feminin","NOLpyFaJqm17","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","OTITE","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 25 – 59 ans, Masculin","NOLpyFaJqm18","o43czi6vmWy",,"tRM_CSB_Cons_Ext","OTITE","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite 25 – 59 ans, Feminin","NOLpyFaJqm19","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","OTITE","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite = 60 ans, Masculin","NOLpyFaJqm20","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","OTITE","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Otite = 60 ans, Feminin","NOLpyFaJqm21","xUki4Ryejao",,"tRM_CSB_Cons_Ext","OTITE","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Otite en  Referes CSB Homme","TRfyAZhqMmK","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","OTITE","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Otite en  Referes CSB Femme","TRfyAZhqMmK","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","OTITE","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 0 –  28j, Masculin","wQDpEh83agY","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","DEFAUD","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 0 –  28j, Feminin","wQDpEh83agY","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","DEFAUD","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 29j – 11mois, Masculin","wQDpEh83agY","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","DEFAUD","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 29j – 11mois, Feminin","wQDpEh83agY","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","DEFAUD","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 1– 4 ans, Masculin","wQDpEh83agY","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","DEFAUD","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 1– 4 ans, Feminin","wQDpEh83agY","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","DEFAUD","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 5 – 14 ans, Masculin","wQDpEh83agY","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","DEFAUD","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 5 – 14 ans, Feminin","wQDpEh83agY","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","DEFAUD","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 15 –  24 ans, Masculin","wQDpEh83agY","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","DEFAUD","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 15 –  24 ans, Feminin","wQDpEh83agY","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","DEFAUD","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 25 – 59 ans, Masculin","wQDpEh83agY","o43czi6vmWy",,"tRM_CSB_Cons_Ext","DEFAUD","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive 25 – 59 ans, Feminin","wQDpEh83agY","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","DEFAUD","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive = 60 ans, Masculin","wQDpEh83agY","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","DEFAUD","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience auditive = 60 ans, Feminin","wQDpEh83agY","xUki4Ryejao",,"tRM_CSB_Cons_Ext","DEFAUD","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Deficience auditive en  Referes CSB Homme","O2SKRi4BjSi","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","DEFAUD","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Deficience auditive en  Referes CSB Femme","O2SKRi4BjSi","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","DEFAUD","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 0 –  28j, Masculin","HltV5RI6id3","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","OEILRT","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 0 –  28j, Feminin","HltV5RI6id3","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","OEILRT","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 29j – 11mois, Masculin","HltV5RI6id3","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","OEILRT","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 29j – 11mois, Feminin","HltV5RI6id3","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","OEILRT","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 1– 4 ans, Masculin","HltV5RI6id3","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","OEILRT","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 1– 4 ans, Feminin","HltV5RI6id3","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","OEILRT","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 5 – 14 ans, Masculin","HltV5RI6id3","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","OEILRT","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 5 – 14 ans, Feminin","HltV5RI6id3","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","OEILRT","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 15 –  24 ans, Masculin","HltV5RI6id3","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","OEILRT","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 15 –  24 ans, Feminin","HltV5RI6id3","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","OEILRT","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 25 – 59 ans, Masculin","HltV5RI6id13","o43czi6vmWy",,"tRM_CSB_Cons_Ext","OEILRT","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique 25 – 59 ans, Feminin","HltV5RI6id3","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","OEILRT","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique = 60 ans, Masculin","HltV5RI6id3","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","OEILRT","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Œil rouge traumatique = 60 ans, Feminin","HltV5RI6id3","xUki4Ryejao",,"tRM_CSB_Cons_Ext","OEILRT","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge traumatique en  Referes CSB Homme","USdwQ0MvA9Q","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","OEILRT","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge traumatique en  Referes CSB Femme","USdwQ0MvA9Q","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","OEILRT","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 0 –  28j, Masculin","aGszjddzOMA","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 0 –  28j, Feminin","aGszjddzOMA","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 29j – 11mois, Masculin","aGszjddzOMA","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 29j – 11mois, Feminin","aGszjddzOMA","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 1– 4 ans, Masculin","aGszjddzOMA","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 1– 4 ans, Feminin","aGszjddzOMA","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 5 – 14 ans, Masculin","aGszjddzOMA","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 5 – 14 ans, Feminin","aGszjddzOMA","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 15 –  24 ans, Masculin","aGszjddzOMA","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 15 –  24 ans, Feminin","aGszjddzOMA","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 25 – 59 ans, Masculin","aGszjddzOMA","o43czi6vmWy",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB 25 – 59 ans, Feminin","aGszjddzOMA","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB = 60 ans, Masculin","aGszjddzOMA","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  CSB = 60 ans, Feminin","aGszjddzOMA","xUki4Ryejao",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  Referes CSB Homme","prCMekmwghj","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"consultation externe/Nouveaux cas de Oeil rouge non traumatique et non conjonctivite en  Referes CSB Femme","prCMekmwghj","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","OEILRNTNC","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 0 –  28j, Masculin","Xa3RmnweKxT","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","DEFVISU","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 0 –  28j, Feminin","Xa3RmnweKxT","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","DEFVISU","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 29j – 11mois, Masculin","Xa3RmnweKxT","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","DEFVISU","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 29j – 11mois, Feminin","Xa3RmnweKxT","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","DEFVISU","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 1– 4 ans, Masculin","Xa3RmnweKxT","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","DEFVISU","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 1– 4 ans, Feminin","Xa3RmnweKxT","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","DEFVISU","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 5 – 14 ans, Masculin","Xa3RmnweKxT","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","DEFVISU","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 5 – 14 ans, Feminin","Xa3RmnweKxT","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","DEFVISU","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 15 –  24 ans, Masculin","Xa3RmnweKxT","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","DEFVISU","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 15 –  24 ans, Feminin","Xa3RmnweKxT","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","DEFVISU","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 25 – 59 ans, Masculin","Xa3RmnweKxT","o43czi6vmWy",,"tRM_CSB_Cons_Ext","DEFVISU","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle 25 – 59 ans, Feminin","Xa3RmnweKxT","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","DEFVISU","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle = 60 ans, Masculin","Xa3RmnweKxT","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","DEFVISU","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Déficience visuelle = 60 ans, Feminin","Xa3RmnweKxT","xUki4Ryejao",,"tRM_CSB_Cons_Ext","DEFVISU","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Deficience visuelle en  Referes CSB Homme","YU5I1NuRGxW","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","DEFVISU","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
