cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cType,cCode,c$_0028j_M,c$_0028j_F,c$_2911m_M,c$_2911m_F,c$_0104a_M,c$_0104a_F,c$_0514a_M,c$_0514a_F,c$_1524a_M,c$_1524a_F,c$_2559a_M,c$_2559a_F,c$_6099a_M,c$_6099a_F,c$_REF_M,c$_REF_F,c$_Tot_M,c$_Tot_F,c$_Tot_NC
2015,110312,110342046,05,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,05,21,60,TXRH,,,,,1,1,1,2,2,2,1,1,1,1,,,6,7,13
2015,110312,110342046,05,21,60,TXSUSPTUB,,,,,,,,,,,,1,,,,1,,1,1
2015,110312,110342046,05,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,ASTH,,,1,1,2,3,1,2,2,1,,,,1,,,6,8,14
2015,110312,110342046,04,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,AUTIRA,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,AUTRESNC,,,,2,2,,6,5,8,8,5,3,3,6,3,3,24,24,48
2015,110312,110342046,04,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,CARIES,,,,,,,,1,1,,2,1,,,1,2,3,2,5
2015,110312,110342046,04,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,DIAR,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,EG,,,,,,,,,,,1,,,,,,1,,1
2015,110312,110342046,04,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,HTA,,,,,,,,,,,,,,2,,,,2,2
2015,110312,110342046,04,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,MFEBTcc,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,OTITE,,,,,,1,1,,,3,1,1,,1,,,2,6,8
2015,110312,110342046,04,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,PALU_S,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,SUSPGRIP,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,TROUMENT,,,,,,,,,,,1,,,,1,,1,,1
2015,110312,110342046,04,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,TXRH,1,2,2,1,2,4,,3,1,,1,,1,,,,8,10,18
2015,110312,110342046,04,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,110312,110342046,04,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,ASTH,,,,,1,,,,,,,,,4,,,1,4,5
2015,110312,110343061,11,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,AUTIRA,,,1,,3,,,5,,2,,1,,1,,1,4,9,13
2015,110312,110343061,11,21,60,AUTRESNC,1,,,,1,2,2,3,5,7,9,27,5,9,5,4,23,48,71
2015,110312,110343061,11,21,60,AVC,,,,,,,,,,,,,1,,1,,1,0,1
2015,110312,110343061,11,21,60,CARIES,,,,,1,,,1,1,,,,,,,,2,1,3
2015,110312,110343061,11,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,DEFAUD,,,,,,,,,,,1,,,,,,1,,1
2015,110312,110343061,11,21,60,DEFVISU,,,,,,,,,,,,2,,,,,,2,2
2015,110312,110343061,11,21,60,DIAR,,,1,,2,2,,,,1,1,2,,,,,4,5,9
2015,110312,110343061,11,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,EG,,,,,,,,,,,1,,,,,,1,,1
2015,110312,110343061,11,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,HTA,,,,,,,,,,1,5,2,3,4,,1,8,7,15
2015,110312,110343061,11,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,MFEBTcc,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,OTITE,,,,1,,,,,,,,,1,,,,1,1,2
2015,110312,110343061,11,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,PALU_S,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,SGDANG,,,,1,,,,,,,,,,,,1,,1,1
2015,110312,110343061,11,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,SUSPGRIP,,,1,,3,2,1,2,,2,2,6,,,,,7,12,19
2015,110312,110343061,11,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,TXRH,,,1,2,4,2,1,1,,,1,,1,,,,8,5,13
2015,110312,110343061,11,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,110312,110343061,11,21,60,UG,,,,,,,,,,,,1,,,,,,1,1
2015,110311,110343039,04,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,ASTH,,,,,1,1,1,,,,,2,1,,,,3,3,6
2015,110311,110343039,04,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,AUTIRA,,,,5,2,2,,2,4,,,4,,,,,6,13,19
2015,110311,110343039,04,21,60,AUTRESNC,,,,,,,,,,1,,,1,,,,1,1,2
2015,110311,110343039,04,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,CARIES,,,,,,,2,2,2,3,,,,,,,4,5,9
2015,110311,110343039,04,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,DEFAUD,,,,,,,,1,1,,,,2,,,,3,1,4
2015,110311,110343039,04,21,60,DEFVISU,,,,,,,,,1,2,,,,,,,1,2,3
2015,110311,110343039,04,21,60,DIAR,,,,1,,,,3,,3,,4,,,,,0,11,11
2015,110311,110343039,04,21,60,DIPHT,,,,,,,,,,2,,,,,,,,2,2
2015,110311,110343039,04,21,60,EG,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,EPIL,,,,,,1,,,,,,,,,,,0,1,1
2015,110311,110343039,04,21,60,HTA,,,,,,,,,,,,,1,3,,0,1,3,4
2015,110311,110343039,04,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,INSUFPOND,,,,,,1,,,,,,,,,,,,1,1
2015,110311,110343039,04,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,MFEBTcc,,,,,,,1,,,2,,,,,,,1,2,3
2015,110311,110343039,04,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,OEILRNTNC,,,,,,,,1,,,,,,,,,,1,1
2015,110311,110343039,04,21,60,OEILRT,,,,,,,,,,2,,,,,,,0,,2
2015,110311,110343039,04,21,60,OTITE,,,,,,1,,2,,,,,,,,,,3,3
2015,110311,110343039,04,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,PALU_S,,,,,,,1,,,,,,1,,,,2,,2
2015,110311,110343039,04,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,PNEU,,,,,,,,,2,1,,,2,,,,4,1,5
2015,110311,110343039,04,21,60,RETCROIS,,,,,,1,,,,,,,,,,,,1,1
2015,110311,110343039,04,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,SUSPCATA,,,,,,,,,,,,2,,1,,,0,3,3
2015,110311,110343039,04,21,60,SUSPDIAB,,,,,,,,,,,,2,,,,,,2,2
2015,110311,110343039,04,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,SUSPGRIP,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,TROUMENT,,,,,,,,,,1,,,,,,,,1,1
2015,110311,110343039,04,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,TXRH,,,4,3,2,3,,4,,3,6,,,,,,12,13,25
2015,110311,110343039,04,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,110311,110343039,04,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,ASTH,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,AUTIRA,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,AUTRESNC,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,AVC,,,,,,,,,,,1,6,5,3,,,6,9,15
2015,110305,110343015,04,21,60,CARIES,,,,,1,,,1,,,,1,,,,,1,2,3
2015,110305,110343015,04,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,DEFAUD,,,,,,,,,,,,1,1,,,,1,1,2
2015,110305,110343015,04,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,DIAR,,,,,1,,1,,1,,,2,1,,,,4,2,6
2015,110305,110343015,04,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,EG,,,,,,,,,1,2,1,1,,,,,2,3,5
2015,110305,110343015,04,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,HTA,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,110312,110342047,11,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,MFEBTcc,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,OTITE,,,,,2,,,,,,,,,,,,2,,2
2015,110305,110343015,04,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,PALU_S,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,SUSPDIAB,,,,,,,1,,,,,1,,,,,1,1,2
2015,110305,110343015,04,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,SUSPGRIP,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,TXRH,1,2,9,6,12,14,4,11,11,16,7,24,1,5,,,45,78,123
2015,110305,110343015,04,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,110305,110343015,04,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,ASTH,,,,,8,3,23,12,6,4,67,70,7,2,,,111,91,202
2015,110307,110342029,04,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,AUTIRA,,,,,2,1,1,2,,3,2,13,,,,,5,19,24
2015,110307,110342029,04,21,60,AUTRESNC,,,1,2,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,CARIES,,,,,20,18,83,80,57,116,155,245,14,9,,,329,468,797
2015,110307,110342029,04,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,DEFVISU,,,,,,,1,1,,2,1,2,,,,,2,5,7
2015,110307,110342029,04,21,60,DIAR,,,9,7,75,53,45,37,20,33,93,108,7,2,,,249,240,489
2015,110307,110342029,04,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,EG,,,,,,,,,1,3,2,,,,,,3,3,6
2015,110307,110342029,04,21,60,EPIL,,,,,2,3,7,7,2,7,13,9,1,,,,25,26,51
2015,110307,110342029,04,21,60,HTA,,,,,,,,1,,11,117,124,24,13,,,141,149,290
2015,110307,110342029,04,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,LESKCCOL,,,,,,,,,,,,1,,,,,,1,1
2015,110307,110342029,04,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,MFEBTcc,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,OBESITE,,,,,,,,,,,1,1,,,,,1,1,2
2015,110307,110342029,04,21,60,OEILRNTNC,,,,,,,,,,,2,1,,,,,2,1,3
2015,110307,110342029,04,21,60,OEILRT,,,,,,,1,1,,1,,,,,,,1,2,3
2015,110307,110342029,04,21,60,OTITE,,,,,11,7,12,9,2,2,9,11,,,,,34,29,63
2015,110307,110342029,04,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,PALU_S,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,PNEU,,,,,,,1,6,3,1,3,4,,,,,7,11,18
2015,110307,110342029,04,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,SUSPDIAB,,,,,,,,,,,82,84,14,6,,,96,90,186
2015,110307,110342029,04,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,SUSPGRIP,,,5,2,50,45,48,73,34,48,157,196,5,2,,,299,366,665
2015,110307,110342029,04,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,110307,110342029,04,21,60,TROUMENT,,,,,,,,,,1,,,,,,,,1,1
2015,110307,110342029,04,21,60,TUBCONF,,,,,,,,,,1,,,,,,,,1,1
2015,110307,110342029,04,21,60,TXRH,,,33,36,259,252,291,246,120,170,542,839,30,10,,,1275,1553,2828
2015,110307,110342029,04,21,60,TXSUSPTUB,,,,,,,,1,,,,1,,,,,0,2,2
2015,110307,110342029,04,21,60,UG,,,,,,,,,,,1,,,,,,1,0,1
2015,110305,110342016,04,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,ASTH,,,,,,,1,,1,3,5,13,1,1,,,8,17,25
2015,110305,110342016,04,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,AUTIRA,,,4,,3,5,20,27,19,28,10,26,1,3,,,57,89,146
2015,110305,110342016,04,21,60,AUTRESNC,,,1,,8,1,26,24,22,27,26,60,9,10,1,2,92,122,
2015,110305,110342016,04,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,CARIES,,,,,1,1,13,11,13,8,1,5,1,3,,,29,28,57
2015,110305,110342016,04,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,DIAR,,,5,4,13,7,13,15,4,15,3,10,2,,,,40,51,91
2015,110305,110342016,04,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,EG,,,,,,,,,,6,,1,,,,,0,7,7
2015,110305,110342016,04,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,HTA,,,,,,,,,,,3,9,8,14,,,11,23,34
2015,110305,110342016,04,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,110305,110342016,04,21,60,MAS,,,,,,,,,,,,,,,,,,,
